,OBJECTID,GEO_ID,LFN_ID,LF_NAME,FNODE,TNODE,ONE_WAY_DI,length_in_,GEO_ID_1,LTS,Shape_Leng,geometry,index_left,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
10674,10675,7497,694,Jane St,13458435,13458238,0,146.642104902,7497,3,0.00134225406861,"LINESTRING (620633.8271381173 4839592.753873185, 620602.7112937772 4839736.03857169)","(1315.0, 2211.0)","('03-02-2011', '02-02-2012')",16197.5,747.5
10675,10676,446584,5783,Harding Ave,13458435,13458335,0,217.809426933,446584,2,0.00264534038401,"LINESTRING (620633.8271381173 4839592.753873185, 620840.5967295071 4839661.133914948)","(1315.0,)","('03-02-2011',)",15874.0,825.0
10696,10697,7681,694,Jane St,13458971,13458802,0,93.4974451,7681,3,0.000851353381451,"LINESTRING (620695.9230724882 4839283.87957379, 620679.2080015335 4839375.859276804)","(527.0,)","('05-25-2011',)",17286.0,1500.0
10702,10703,446629,694,Jane St,13458802,13458650,0,93.4242839283,446629,3,0.000856139047199,"LINESTRING (620679.2080015335 4839375.859276804, 620658.7492826891 4839467.004365067)","(527.0,)","('05-25-2011',)",17286.0,1500.0
10703,10704,446632,917,Trethewey Dr,13458808,13458802,0,58.2001104451,446632,3,0.000720760773232,"LINESTRING (620737.2628614289 4839371.912378861, 620727.6347609533 4839372.828069473, 620679.2080015335 4839375.859276804)","(527.0,)","('05-25-2011',)",17286.0,1500.0
10706,10707,11752649,694,Jane St,13456926,13456786,0,107.675100144,11752649,3,0.000981146999989,"LINESTRING (620399.0633077626 4840665.306170447, 620379.2926732457 4840771.137292448)","(528.0,)","('12-01-2011',)",25085.0,1172.0
10714,10715,8837371,694,Jane St,13456077,13455910,0,108.723600561,8837371,3,0.000994793595871,"LINESTRING (620275.8492210249 4841246.43154012, 620253.0403711105 4841352.722136393)","(529.0,)","('11-20-2012',)",26241.0,1354.0
10757,10758,445318,4693,Wilson Ave,13455580,13455668,0,208.474977589,445318,4,0.00253765717677,"LINESTRING (618974.0571120986 4841579.444192076, 618775.2146041357 4841516.894210791)","(810.0,)","('06-11-2016',)",14275.0,152.0
10758,10759,445264,5218,Clayson Rd,13455580,13455060,0,384.859251774,445264,3,0.00360373507901,"LINESTRING (618974.0571120986 4841579.444192076, 618851.3348658556 4841944.161248593)","(810.0,)","('06-11-2016',)",14275.0,152.0
10760,10761,3538940,4693,Wilson Ave,13455503,13455580,0,171.069194422,3538940,4,0.0020776366673,"LINESTRING (619136.3518972541 4841633.46006682, 618974.0571120986 4841579.444192076)","(810.0,)","('06-11-2016',)",14275.0,152.0
10788,10789,9796859,732,Lawrence Ave W,13457705,13457742,0,88.6330849344,9796859,4,0.00107763422166,"LINESTRING (621124.6553627095 4840136.288708081, 621040.3145862296 4840109.075166086)","(2056.0,)","('06-24-2013',)",12510.0,670.0
10802,10803,446497,5048,Brookhaven Dr,13457897,13457705,0,234.821896234,446497,3,0.00243602954044,"LINESTRING (621253.4654264682 4840005.560189782, 621247.5203497577 4840034.369889831, 621232.8395591917 4840076.93371629, 621228.1932337921 4840085.322987089, 621224.7820094221 4840088.754410011, 621219.1170798518 4840091.710905792, 621210.4266687622 4840091.653623099, 621203.5040642465 4840089.900097297, 621164.2914748372 4840076.799562416, 621158.2499341806 4840073.997171768, 621150.8085896197 4840074.218404976, 621145.2678037047 4840078.824212642, 621142.3905947321 4840086.72546586, 621124.6553627095 4840136.288708081)","(2056.0,)","('06-24-2013',)",12510.0,670.0
10803,10804,446469,732,Lawrence Ave W,13457656,13457705,0,91.8346682149,446469,4,0.00111145808899,"LINESTRING (621211.0999125919 4840167.186616379, 621168.0214079045 4840152.883753677, 621124.6553627095 4840136.288708081)","(2056.0,)","('06-24-2013',)",12510.0,670.0
10806,10807,11226830,4949,Beverly Hills Dr,13455579,13455348,0,243.985393685,11226830,2,0.00263684266402,"LINESTRING (619638.8951107335 4841579.670998915, 619620.9101716796 4841584.436697506, 619598.8631945029 4841594.313837301, 619537.7007561374 4841646.967151387, 619498.7253758158 4841682.293066095, 619490.6645852595 4841690.263638802, 619486.4653266664 4841698.275151511, 619470.7088043079 4841743.08871303)","(2174.0,)","('04-07-2016',)",16172.0,107.0
10807,10808,445092,4693,Wilson Ave,13455311,13455348,0,70.9363177655,445092,4,0.000857505430165,"LINESTRING (619537.2620083014 4841767.611775323, 619470.7088043079 4841743.08871303)","(2174.0,)","('04-07-2016',)",16172.0,107.0
10808,10809,446523,9565,Black Creek Dr,13458059,13457600,0,508.967483629,446523,3,0.00564674658432,"LINESTRING (621722.7619283894 4839884.860947149, 621721.4047787697 4839886.466336499, 621718.4431247049 4839889.861748706, 621715.4221673254 4839893.218013903, 621712.3620117528 4839896.533700003, 621709.2427188526 4839899.797153366, 621706.0844279624 4839903.009040716, 621702.8766888382 4839906.181960887, 621699.6200279068 4839909.302934556, 621696.3140782542 4839912.384144769, 621692.9702239657 4839915.401519566, 621689.585126171 4839918.379177687, 621686.1418291451 4839921.308817101, 621682.669808395 4839924.175987517, 621679.1483576075 4839927.003192422, 621675.5881488818 4839929.76564745, 621671.9897748972 4839932.482547188, 621668.3403251148 4839935.146362759, 621664.6628026747 4839937.759711314, 621660.946356904 4839940.31340292, 621657.1909168131 4839942.811333048, 621487.2715001964 4840054.982344237, 621482.8230131173 4840057.651707485, 621478.4142535804 4840060.384742597, 621474.0327790324 4840063.164137722, 621469.6911736322 4840066.003410358, 621465.3784977768 4840068.898264981, 621461.1148994168 4840071.848868054, 621456.8804831393 4840074.841169366, 621452.6849795096 4840077.898126426, 621448.5285523755 4840081.002756565, 621444.411217932 4840084.158157372, 621440.3320017114 4840087.362112928, 621436.2938308895 4840090.621070944, 621432.2937258548 4840093.927483546, 621428.341765816 4840097.28513083, 621424.4308223623 4840100.695381863, 621420.5582331049 4840104.145199202, 621416.7337200453 4840107.646049913, 621412.9501674903 4840111.198603896, 621409.2048221061 4840114.798814435, 621405.5186433777 4840118.442066649, 621401.8717915444 4840122.12720053, 621398.2639819102 4840125.861904324, 621394.7152281576 4840129.645742356, 621391.2060587368 4840133.465271793, 621387.7458169922 4840137.33285201, 621384.3346549521 4840141.252082651, 621380.9731639979 4840145.198395255, 621377.6607293722 4840149.189663396, 621374.4073720855 4840153.23286331, 621331.8158033346 4840204.992760201)","(1345.0,)","('04-20-2016',)",35356.0,37.0
10809,10810,9796843,732,Lawrence Ave W,13457600,13457656,0,126.512622787,9796843,4,0.00153999412972,"LINESTRING (621331.8158033346 4840204.992760201, 621211.0999125919 4840167.186616379)","(1345.0,)","('04-20-2016',)",35356.0,37.0
10810,10811,446446,9565,Black Creek Dr,13457600,13456992,0,594.949273222,446446,3,0.00647890998509,"LINESTRING (621331.8158033346 4840204.992760201, 621290.1579576817 4840255.731045438, 621285.3735496321 4840261.543756968, 621280.5390832651 4840267.307503593, 621275.6552647505 4840273.039283813, 621270.7220726273 4840278.72830651, 621265.7398385486 4840284.368283157, 621260.7082308654 4840289.969499096, 621255.6275087651 4840295.525664499, 621250.497431268 4840301.042070595, 621245.3182195476 4840306.510528468, 621240.0999253679 4840311.936316364, 621234.8324227813 4840317.31025821, 621229.5158058349 4840322.643146675, 621224.1509042904 4840327.929201842, 621218.7449096233 4840333.1715518, 621213.2920978426 4840338.350109753, 621207.7876717877 4840343.501557517, 621202.2444134903 4840348.592555685, 621196.6639023324 4840353.639918749, 621191.0332262814 4840358.64021524, 621185.3633591097 4840363.595842515, 620898.126576677 4840610.321167145)","(1345.0,)","('04-20-2016',)",35356.0,37.0
10819,10820,445556,5722,Gordon Mackay Rd,13455910,13455978,0,150.754805225,445556,3,0.00183657208741,"LINESTRING (620253.0403711105 4841352.722136393, 620108.9686725724 4841308.396123557)","(529.0,)","('11-20-2012',)",26241.0,1354.0
10832,10833,8855171,5554,Falstaff Ave,13455910,13455857,0,205.266212186,8855171,3,0.00251021461914,"LINESTRING (620253.0403711105 4841352.722136393, 620260.426305249 4841348.605084488, 620266.7127063647 4841347.880823, 620272.613442632 4841347.577755209, 620278.8981465017 4841347.780683049, 620285.8123825021 4841348.560074924, 620291.2257975838 4841349.04306645, 620297.0912112241 4841348.862378949, 620303.3942817282 4841348.540608913, 620310.6920266117 4841348.897902446, 620316.7463945454 4841349.938697241, 620317.6413493493 4841349.55586382, 620325.8291151053 4841350.962329661, 620334.9072405476 4841354.343979584, 620343.8811813511 4841356.239830632, 620357.3055106859 4841359.669270574, 620363.7824579892 4841362.441854748, 620369.7003087177 4841364.393258574, 620378.86633249 4841367.005512051, 620385.9539063676 4841369.02617769, 620394.8047885157 4841371.812818179, 620407.4618149056 4841376.082497863, 620416.4708229587 4841377.855785822, 620426.9102218261 4841380.169045336, 620437.0706793802 4841383.462450134, 620444.4901728376 4841385.710077731, 620451.2635224686 4841387.90509274)","(529.0,)","('11-20-2012',)",26241.0,1354.0
10833,10834,8837423,694,Jane St,13455910,13455741,0,116.868221126,8837423,4,0.00106799806626,"LINESTRING (620253.0403711105 4841352.722136393, 620229.3961415275 4841467.158992733)","(529.0,)","('11-20-2012',)",26241.0,1354.0
10837,10838,446445,732,Lawrence Ave W,13457506,13457600,0,188.238430433,446445,3,0.00228443611375,"LINESTRING (621510.1475732115 4840264.95887976, 621413.7279989435 4840232.843455304, 621383.7520152344 4840224.430839649, 621331.8158033346 4840204.992760201)","(1345.0,)","('04-20-2016',)",35356.0,37.0
10847,10848,6052297,694,Jane St,13455436,13455332,0,76.4201334459,6052297,4,0.000699631276331,"LINESTRING (620186.892717774 4841678.87358673, 620170.6014419247 4841753.527467561)","(1405.0,)","('09-28-2010',)",20524.0,1275.0
10849,10850,446420,732,Lawrence Ave W,13457431,13457496,0,125.721763222,446420,2,0.00153091761293,"LINESTRING (621641.5001684225 4840305.703637104, 621521.4427666707 4840268.441783244)","(1614.0,)","('06-07-2013',)",18305.0,578.0
10866,10867,7261,9831,John St,13457543,13457321,0,427.486599941,7261,1,0.00519010514041,"LINESTRING (620058.0355466838 4840242.13740797, 620463.4354975737 4840377.60341784)","(940.0,)","('09-27-2010',)",16819.0,1034.0
10867,10868,10145179,4949,Beverly Hills Dr,13455332,13455579,0,559.913616353,10145179,2,0.00680299974244,"LINESTRING (620170.6014419247 4841753.527467561, 619894.1462243656 4841661.563904884, 619663.9082282278 4841583.332094493, 619649.6030238209 4841580.451974051, 619638.8951107335 4841579.670998915)","(1405.0,)","('09-28-2010',)",20524.0,1275.0
10868,10869,445082,694,Jane St,13455332,13455040,0,207.76568896,445082,4,0.00189864762189,"LINESTRING (620170.6014419247 4841753.527467561, 620128.584409517 4841956.974215057)","(530.0, 1405.0)","('06-11-2016', '09-28-2010')",24760.0,3463.0
10877,10878,445997,694,Jane St,13456648,13456577,0,42.9402955268,445997,4,0.000393086348425,"LINESTRING (620362.8712864219 4840864.243049517, 620353.7367139311 4840906.195156649)","(233.0,)","('06-16-2011',)",26623.0,186.0
10878,10879,446082,694,Jane St,13456786,13456648,0,94.5543319455,446082,4,0.000860374021047,"LINESTRING (620379.2926732457 4840771.137292448, 620362.8712864219 4840864.243049517)","(233.0,)","('06-16-2011',)",26623.0,186.0
10888,10889,9909481,9733,Church St,13457027,13456926,0,249.611499074,9909481,2,0.00303413900844,"LINESTRING (620161.7077919829 4840588.150163282, 620399.0633077626 4840665.306170447)","(528.0,)","('12-01-2011',)",25085.0,1172.0
10892,10893,7451,9760,Wright Ave,13458275,13458238,0,71.4936162942,7451,2,0.000863318261221,"LINESTRING (620535.7632406438 4839710.977519236, 620602.7112937772 4839736.03857169)","(2211.0,)","('02-02-2012',)",16521.0,670.0
10893,10894,7436,694,Jane St,13458238,13458140,0,82.149145722,7436,3,0.000753083003514,"LINESTRING (620602.7112937772 4839736.03857169, 620584.5574821376 4839816.146538799)","(2211.0,)","('02-02-2012',)",16521.0,670.0
10921,10922,6088358,694,Jane St,13458045,13457965,0,68.4026439417,6088358,2,0.000630386280449,"LINESTRING (620568.0915682552 4839894.397625603, 620551.0593954829 4839960.637283935)","(428.0,)","('03-03-2011',)",25776.0,4386.0
10922,10923,20054939,732,Lawrence Ave W,13457965,20054941,0,39.8415408494,20054939,2,0.000493012344753,"LINESTRING (620551.0593954829 4839960.637283935, 620511.5294876054 4839955.702750068)","(428.0,)","('03-03-2011',)",25776.0,4386.0
10923,10924,11743068,694,Jane St,13457965,13457703,0,180.295653387,11743068,4,0.00164729756833,"LINESTRING (620551.0593954829 4839960.637283935, 620514.7887644322 4840137.224591685)","(428.0,)","('03-03-2011',)",25776.0,4386.0
10925,10926,9796780,732,Lawrence Ave W,13457936,13457965,0,93.1806086461,9796780,2,0.00114428367812,"LINESTRING (620641.8597228288 4839980.028829771, 620625.4839972977 4839976.289049523, 620612.8790814026 4839973.225572973, 620600.4310745941 4839971.00193849, 620584.9630493474 4839968.711822211, 620571.3964030256 4839967.625960635, 620563.157490751 4839965.012566208, 620551.0593954829 4839960.637283935)","(428.0,)","('03-03-2011',)",25776.0,4386.0
10928,10929,11752588,694,Jane St,13457703,13457584,0,77.2153590023,11752588,3,0.000703347591047,"LINESTRING (620514.7887644322 4840137.224591685, 620500.794800796 4840213.151748956)","(1664.0,)","('11-25-2013',)",17020.0,1342.0
10931,10932,445889,694,Jane St,13456471,13456360,0,81.9837621902,445889,4,0.000751358533533,"LINESTRING (620340.1935079427 4840968.393472846, 620322.2132081763 4841048.371015295)","(1414.0,)","('06-15-2011',)",22056.0,53.0
10966,10967,445130,5915,Jethro Rd,13455405,13455267,0,97.7823058301,445130,4,0.000912484328548,"LINESTRING (619343.8743341139 4841703.587948734, 619314.0371908094 4841796.693995804)","(1367.0,)","('04-07-2016',)",16976.0,141.0
10967,10968,445149,4693,Wilson Ave,13455405,13455426,0,60.7280966913,445149,4,0.000737831949229,"LINESTRING (619343.8743341139 4841703.587948734, 619286.2101949604 4841684.56618947)","(1367.0,)","('04-07-2016',)",16976.0,141.0
10969,10970,446528,5443,Duckworth St,13458064,13457834,0,173.384318592,446528,2,0.00160097193892,"LINESTRING (620895.0642103329 4839880.737690327, 620889.8120929465 4839905.155744013, 620864.0962217236 4840034.934377157, 620854.6521882665 4840047.955063193)","(1961.0,)","('06-14-2013',)",9487.0,401.0
10974,10975,9796823,732,Lawrence Ave W,13457834,13457911,0,163.912791611,9796823,3,0.00199274193711,"LINESTRING (620854.6521882665 4840047.955063193, 620698.701779896 4839997.552743931)","(1961.0,)","('06-14-2013',)",9487.0,401.0
10975,10976,30084819,4966,Blackstone St,13457834,30084818,0,141.427064085,30084819,1,0.00134334126541,"LINESTRING (620854.6521882665 4840047.955063193, 620817.2921099849 4840153.278666063, 620815.3022658536 4840158.405074617, 620812.4577157568 4840166.067150055, 620809.804718676 4840172.592563053, 620805.8600223736 4840177.160564931, 620803.4818171959 4840178.828595647)","(1961.0,)","('06-14-2013',)",9487.0,401.0
10976,10977,9796840,732,Lawrence Ave W,13457783,13457834,0,105.091323785,9796840,4,0.00127549099351,"LINESTRING (620954.2418893864 4840081.472560664, 620854.6521882665 4840047.955063193)","(1961.0,)","('06-14-2013',)",9487.0,401.0
10978,10979,445810,694,Jane St,13456360,13456205,0,107.049301528,445810,4,0.000980148941939,"LINESTRING (620322.2132081763 4841048.371015295, 620299.3197947196 4841152.93032446)","(1414.0,)","('06-15-2011',)",22056.0,53.0
10988,10989,445129,4693,Wilson Ave,13455348,13455405,0,132.859677763,445129,4,0.00161790196788,"LINESTRING (619470.7088043079 4841743.08871303, 619343.8743341139 4841703.587948734)","(1367.0, 2174.0)","('04-07-2016', '04-07-2016')",16574.0,124.0
11000,11001,7225,694,Jane St,13457321,13457199,0,82.1955213117,7225,3,0.000755926298854,"LINESTRING (620463.4354975737 4840377.60341784, 620443.8464147373 4840457.420265768)","(940.0,)","('09-27-2010',)",16819.0,1034.0
11002,11003,11743168,694,Jane St,13457463,13457321,0,92.641343128,11743168,3,0.00084935297269,"LINESTRING (620483.9560992214 4840287.274916887, 620463.4354975737 4840377.60341784)","(940.0,)","('09-27-2010',)",16819.0,1034.0
11006,11007,7195,694,Jane St,13457053,13456926,0,94.0058911816,7195,3,0.000859797467847,"LINESTRING (620418.5719144193 4840573.358515389, 620399.0633077626 4840665.306170447)","(528.0,)","('12-01-2011',)",25085.0,1172.0
11007,11008,5650595,6149,Maple Leaf Dr,13456926,13456857,0,193.916237515,5650595,4,0.00237223413196,"LINESTRING (620399.0633077626 4840665.306170447, 620405.9496756529 4840666.40398498, 620421.4228121334 4840668.869190701, 620433.463442573 4840672.966388874, 620446.063794138 4840676.031493366, 620458.6472532594 4840678.694460466, 620476.7094901412 4840684.377587379, 620493.7962099091 4840686.999961777, 620506.7100765868 4840691.742812087, 620586.2581331974 4840714.441678843)","(528.0,)","('12-01-2011',)",25085.0,1172.0
11010,11011,9544688,450,Bicknell Ave,13460343,13460210,0,88.1894485214,9544688,2,0.000825584201202,"LINESTRING (622753.9809643503 4838449.181467275, 622725.8719257186 4838532.760626974)","(1008.0,)","('11-12-2012',)",16064.0,1035.0
11018,11019,7975,509,Clearview Hts,13459570,13459673,0,147.404200744,7975,2,0.00177341267286,"LINESTRING (622611.9728752596 4838928.095102934, 622495.613564458 4838891.275607876, 622487.9222740419 4838887.793547864, 622481.7550625848 4838882.938015939, 622475.2629941641 4838876.633655838)","(1649.0,)","('04-12-2011',)",8666.0,783.0
11028,11029,7923,509,Clearview Hts,13459520,13459570,1,100.218727334,7923,3,0.00121550410346,"LINESTRING (622706.8174371354 4838960.436911863, 622611.9728752596 4838928.095102934)","(1649.0,)","('04-12-2011',)",8666.0,783.0
11029,11030,30073761,703,Keele St,30073759,13460119,0,54.147493363,30073761,3,0.000506701291865,"LINESTRING (622912.7913720739 4838539.614515239, 622895.6165733989 4838590.959498778)","(465.0,)","('04-18-2016',)",23992.0,4103.0
11036,11037,20112928,952,Weston Rd,13461238,20112930,0,142.708268429,20112928,4,0.0016256358928,"LINESTRING (622187.4177004885 4837918.486410799, 622069.2051600621 4837998.403226033)","(575.0,)","('06-04-2009',)",7904.0,410.0
11054,11055,14662403,703,Keele St,13461074,14662406,0,61.2948175519,14662403,3,0.000573940910869,"LINESTRING (623087.7553948574 4838011.08697868, 623068.1580950286 4838069.157159019)","(587.0,)","('04-13-2016',)",9466.0,1348.0
11056,11057,14068935,554,Donald Ave,14068936,13461074,0,46.9441092873,14068935,3,0.000569679544846,"LINESTRING (623132.2538759288 4838026.024638845, 623087.7553948574 4838011.08697868)","(587.0,)","('04-13-2016',)",9466.0,1348.0
11058,11059,8171,571,Eglinton Ave W,13460119,13460166,0,87.9254444256,8171,2,0.00106532013492,"LINESTRING (622895.6165733989 4838590.959498778, 622812.5968562186 4838562.031287396)","(465.0,)","('04-18-2016',)",23992.0,4103.0
11059,11060,30075995,917,Trethewey Dr,13460119,13459985,0,81.5491206317,30075995,3,0.000773765893139,"LINESTRING (622895.6165733989 4838590.959498778, 622881.1900202527 4838630.583280697, 622880.7462942851 4838631.613246331, 622865.6259504275 4838666.747776481)","(465.0, 467.0)","('04-18-2016', '04-18-2016')",19935.5,2153.0
11062,11063,4645038,571,Eglinton Ave W,13460062,13460119,0,97.0262212942,4645038,2,0.00117890597237,"LINESTRING (622987.8414495441 4838621.067814622, 622895.6165733989 4838590.959498778)","(465.0,)","('04-18-2016',)",23992.0,4103.0
11065,11066,8104,975,Yore Rd,13459874,13459985,0,104.142444907,8104,4,0.0011274348846,"LINESTRING (622937.6214772107 4838741.95462127, 622897.5396664846 4838701.477995518, 622865.6259504275 4838666.747776481)","(467.0,)","('04-18-2016',)",15879.0,203.0
11111,11112,10367368,952,Weston Rd,13461391,13461365,0,84.3490334265,10367368,4,0.0010353277068,"LINESTRING (622486.849215909 4837827.255101725, 622404.0652801837 4837843.377576674)","(574.0,)","('02-15-2018',)",22850.0,687.0
11112,11113,8755,9565,Black Creek Dr,13461391,13461227,0,104.468998845,8755,2,0.000981041358976,"LINESTRING (622486.849215909 4837827.255101725, 622484.8190637758 4837839.831918359, 622461.5387593711 4837902.533713302, 622452.8950150874 4837925.814010505)","(574.0,)","('02-15-2018',)",22850.0,687.0
11113,11114,20113015,9746,Humber Blvd,13461391,20113017,0,50.2915667526,20113015,2,0.000479399897096,"LINESTRING (622486.849215909 4837827.255101725, 622488.9621538181 4837818.538034631, 622488.5958855962 4837812.152126551, 622486.333826467 4837802.493723778, 622482.9484377529 4837795.945187891, 622474.663494208 4837780.385143447)","(574.0,)","('02-15-2018',)",22850.0,687.0
11114,11115,8761,952,Weston Rd,13461398,13461391,0,25.7375884358,8761,3,0.000316721973046,"LINESTRING (622512.2359868495 4837823.038188984, 622486.849215909 4837827.255101725)","(574.0,)","('02-15-2018',)",22850.0,687.0
11128,11129,10635840,571,Eglinton Ave W,13459957,13460008,0,104.253850709,10635840,3,0.00126290500202,"LINESTRING (623179.8507213735 4838686.453564735, 623081.4646228694 4838652.006911035)","(464.0,)","('10-29-2012',)",14227.0,912.0
11129,11130,30074386,839,Richardson Ave,13459957,13459832,0,87.039277214,30074386,2,0.00081348885842,"LINESTRING (623179.8507213735 4838686.453564735, 623167.0986652813 4838725.245284121, 623152.6733082694 4838769.130675293)","(464.0,)","('10-29-2012',)",14227.0,912.0
11142,11143,8492330,952,Weston Rd,13460945,13460757,0,218.5714605,8492330,4,0.00248688960494,"LINESTRING (621916.3625426339 4838094.116545122, 621735.8711427457 4838217.344442436)","(466.0,)","('03-01-2012',)",22533.0,2203.0
11149,11150,8028,9565,Black Creek Dr,13459823,13459347,0,329.486212567,8028,4,0.00320243051712,"LINESTRING (622143.4162276424 4838773.633709166, 622117.5944100515 4838827.864440142, 622066.6079507443 4838924.605117049, 621996.5684273364 4839068.49299903)","(1416.0,)","('11-05-2012',)",28035.0,113.0
11152,11153,7206707,917,Trethewey Dr,13459347,13459250,0,114.923348704,7206707,3,0.00133589629275,"LINESTRING (621996.5684273364 4839068.49299903, 621964.1326202416 4839087.788825829, 621896.5191184321 4839124.982855415)","(1416.0,)","('11-05-2012',)",28035.0,113.0
11153,11154,7829,9565,Black Creek Dr,13459347,13459218,0,81.3302016066,7829,3,0.000793679537941,"LINESTRING (621996.5684273364 4839068.49299903, 621959.3347027868 4839140.788942694)","(1416.0,)","('11-05-2012',)",28035.0,113.0
11155,11156,9066185,703,Keele St,13459410,13459367,0,31.773924344,9066185,3,0.000290245692555,"LINESTRING (622913.0131530811 4839025.683963934, 622906.6504712588 4839056.810606486)","(588.0,)","('04-13-2016',)",11967.0,274.0
11157,11158,7838,703,Keele St,13459367,13459260,0,64.3531461886,7838,3,0.000584799239152,"LINESTRING (622906.6504712588 4839056.810606486, 622896.0774665704 4839120.281801269)","(588.0,)","('04-13-2016',)",11967.0,274.0
11159,11160,7837,438,Beechborough Ave,13459325,13459367,0,86.2662337426,7837,3,0.00104977406851,"LINESTRING (622988.9318075555 4839082.693924027, 622906.6504712588 4839056.810606486)","(588.0,)","('04-13-2016',)",11967.0,274.0
11180,11181,7878,917,Trethewey Dr,13459454,13459347,0,131.191239891,7878,3,0.00149106309049,"LINESTRING (622104.5622835978 4838994.109430979, 622049.5267602607 4839034.076968692, 621996.5684273364 4839068.49299903)","(1416.0,)","('11-05-2012',)",28035.0,113.0
11189,11190,8682,722,Lambton Ave,13461115,13461238,0,87.0141078902,8682,2,0.000889424898327,"LINESTRING (622233.7199150434 4837990.893838313, 622234.5196953388 4837988.482321401, 622233.4711099872 4837985.590083264, 622187.4177004885 4837918.486410799)","(575.0,)","('06-04-2009',)",7904.0,410.0
11193,11194,8097,11505,Todd Baylis Blvd,13459970,13459846,0,149.815108857,8097,3,0.00158434083357,"LINESTRING (622184.0281491956 4838678.290125533, 622165.3497789484 4838673.18868734, 622158.388089653 4838671.959663259, 622151.1871335648 4838671.457153751, 622143.1437267384 4838672.687572789, 622135.9060302253 4838674.318399487, 622127.3086081375 4838678.85200379, 622121.7637189649 4838682.24970952, 622115.3013385143 4838688.428782482, 622109.5745574425 4838698.873497556, 622106.6979196962 4838707.981670469, 622104.6319329096 4838719.100664146, 622100.9077681365 4838761.592642128)","(1417.0,)","('04-14-2011',)",20502.0,288.0
11194,11195,8092,9565,Black Creek Dr,13459970,13459823,0,103.671601954,8092,4,0.00099055520759,"LINESTRING (622184.0281491956 4838678.290125533, 622174.309479136 4838703.242951287, 622154.0240718002 4838750.853269964, 622143.4162276424 4838773.633709166)","(1417.0,)","('04-14-2011',)",20502.0,288.0
11199,11200,5378127,5892,Ingram Dr,13458400,13458175,0,548.904909994,5378127,2,0.0066738881941,"LINESTRING (622803.7429860409 4839618.783846087, 623065.6408952385 4839701.98829251, 623326.1173949577 4839787.151662151)","(589.0, 2100.0)","('04-18-2016', '08-06-2009')",12000.5,944.0
11200,11201,20045698,703,Keele St,13458400,20045700,0,203.816805837,20045698,4,0.00185786584655,"LINESTRING (622803.7429860409 4839618.783846087, 622765.7436026388 4839819.003262674)","(589.0,)","('04-18-2016',)",16893.0,1689.0
11216,11217,8548,9565,Black Creek Dr,13460924,13460466,0,295.147089974,8548,3,0.00278557876781,"LINESTRING (622370.6450819918 4838103.460475958, 622338.1984726487 4838171.491383896, 622326.3937875421 4838198.319715114, 622293.9609492922 4838287.661807895, 622269.3914048234 4838379.826216172)","(1418.0, 1434.0)","('03-27-2013', '07-14-2010')",21527.5,316.0
11218,11219,8492108,571,Eglinton Ave W,13460466,13460508,0,71.6515033478,8492108,4,0.000869674414515,"LINESTRING (622269.3914048234 4838379.826216172, 622201.4480114134 4838357.100908141)","(1418.0,)","('03-27-2013',)",27273.0,352.0
11219,11220,8312,9565,Black Creek Dr,13460466,13459970,0,310.543017851,8312,4,0.00287780432516,"LINESTRING (622269.3914048234 4838379.826216172, 622252.9047350057 4838435.371604121, 622214.6201927038 4838581.244504581, 622184.0281491956 4838678.290125533)","(1417.0, 1418.0)","('04-14-2011', '03-27-2013')",23887.5,320.0
11241,11242,8492712,571,Eglinton Ave W,13460376,13460466,0,156.251169175,8492712,4,0.00189216554829,"LINESTRING (622416.75144294 4838431.727916616, 622269.3914048234 4838379.826216172)","(1418.0,)","('03-27-2013',)",27273.0,352.0
11254,11255,9085067,703,Keele St,13458419,13458400,0,13.6245526536,9085067,4,0.000123970029028,"LINESTRING (622806.1120465583 4839605.368427404, 622803.7429860409 4839618.783846087)","(589.0,)","('04-18-2016',)",16893.0,1689.0
11276,11277,446666,11505,Todd Baylis Blvd,13459267,13459229,0,20.25547357,446666,2,0.000197102490855,"LINESTRING (621864.3711477796 4839115.494022283, 621872.8068873978 4839133.906687033)","(820.0,)","('05-05-2011',)",8060.0,573.0
11291,11292,446662,917,Trethewey Dr,13459229,13459001,0,245.967363486,446662,3,0.00282175790866,"LINESTRING (621872.8068873978 4839133.906687033, 621795.269748642 4839175.999202753, 621701.1870787276 4839230.457548086, 621692.5191619155 4839239.260067349, 621678.635736853 4839253.715235859, 621665.8961187426 4839264.371902344)","(820.0,)","('05-05-2011',)",8060.0,573.0
11292,11293,5625788,917,Trethewey Dr,13459250,13459229,0,25.3388098446,5625788,3,0.000304031226997,"LINESTRING (621896.5191184321 4839124.982855415, 621872.8068873978 4839133.906687033)","(820.0,)","('05-05-2011',)",8060.0,573.0
11303,11304,8891,952,Weston Rd,13461687,13461472,0,210.828577808,8891,3,0.00231330652258,"LINESTRING (622776.9745550134 4837638.160784933, 622747.437983398 4837671.846937384, 622725.6806110726 4837693.395807873, 622707.8977268111 4837710.24053977, 622689.3893504568 4837726.443032959, 622671.483009234 4837742.043340915, 622654.6999705511 4837755.472858795, 622619.7973008335 4837777.069729496)","(393.0,)","('11-15-2012',)",24380.0,2705.0
